Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg
80.0,1.2,1.0,2.4,1.7,1.2,27.0,3.0,6.0,12.0,12.0,3.5,3.2,2.0,4.0,5.4,30.0,0.0,12.0
