Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg
90.0,0.7,0.9,3.0,1.6,2.0,18.0,2.0,7.5,14.0,2.0,2.5,3.7,6.0,3.5,4.8,22.0,1.0,75.0
