Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg
90.0,0.5,0.8,1.1,1.1,1.0,18.0,1.5,6.0,8.0,3.0,7.0,3.7,4.0,2.0,5.6,26.0,2.0,40.0
