Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg,generation,score,efficiency,torque_ripple,power_density,cost
90.0,1.1,1.0,1.3,1.0,1.1,19.0,1.5,5.5,7.0,13.0,2.5,3.7,3.0,3.5,4.6,12.0,5.0,45.0,10,67.23793532656099,95.05963916205312,27.9463533595892,0.3330733799216259,125.661497591206
85.0,1.1,0.8,1.5,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,12.0,2.0,45.0,10,67.62457045940171,95.22680555555556,27.72578125,0.32769230769230767,120.9
85.0,1.1,0.8,1.6,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,14.0,2.0,45.0,10,67.51335577840203,95.21009565007418,27.820154775518304,0.3281298076923077,121.95000000000003
85.0,0.6,1.0,1.1,2.0,1.1,22.0,3.5,5.0,7.0,3.0,3.5,4.7,3.0,2.0,5.6,10.0,5.0,38.0,10,69.6200095789053,94.97352755006355,25.481700118445655,0.3478768658816328,137.26885696021938
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,11,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,0.8,0.8,1.1,1.0,1.0,21.0,2.0,6.5,7.0,6.0,7.0,4.2,3.0,2.0,4.6,16.0,5.0,38.0,11,70.8159774491286,95.73194401295135,25.04311404003458,0.34027198436242667,128.9655479081361
90.0,1.1,0.8,1.5,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,3.0,5.0,4.0,12.0,2.0,45.0,11,66.63023712606837,95.10930555555555,28.603125,0.32725480769230764,118.7125
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,11,69.14661135545418,94.91209091161625,25.894704477735125,0.35225964300144985,140.71469978295767
90.0,1.2,0.9,1.3,1.7,1.0,18.0,4.0,3.5,7.0,13.0,2.0,3.2,3.0,4.5,4.4,10.0,9.0,1.0,11,66.20034993954752,94.85029882377455,28.774209961383153,0.3295653311248211,121.564765218862
90.0,1.1,1.0,1.3,1.3,1.0,22.0,3.5,4.0,7.0,13.0,7.0,3.2,3.0,3.5,5.2,12.0,5.0,45.0,11,66.31203959298578,94.74118097184927,28.554380004222597,0.3362067585743074,128.59426178417579
90.0,0.8,0.8,1.1,1.0,1.0,19.0,3.0,6.5,14.0,8.0,7.0,4.2,3.0,6.0,5.0,10.0,8.0,38.0,11,68.56633172110267,94.97543632316376,26.53659614721496,0.34279610734422183,131.71952555471918
90.0,1.1,1.0,1.3,1.0,1.1,19.0,1.5,5.5,7.0,13.0,2.5,3.7,3.0,3.5,4.6,12.0,5.0,45.0,11,67.93276858893783,95.24861826042871,27.4410150196919,0.33372811186429635,125.09612319340451
85.0,0.6,0.8,1.1,2.0,1.1,19.0,3.0,6.5,14.0,3.0,2.0,4.7,3.0,2.0,5.6,10.0,8.0,38.0,11,69.50903520133265,94.86024581782276,25.479812453065172,0.3470837889042167,134.82017363113195
85.0,0.6,1.0,1.1,2.0,1.1,22.0,3.5,5.0,7.0,3.0,3.5,4.7,3.0,2.0,5.6,10.0,5.0,38.0,11,70.2972465004183,95.11042344032545,24.94252508883424,0.3495807263343015,136.32664272016453
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,11,69.99800362921337,95.39164396598886,25.521518707598197,0.34232242618017705,129.84852680213916
85.0,1.1,0.8,1.6,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,14.0,2.0,45.0,11,67.51335577840203,95.21009565007418,27.820154775518304,0.3281298076923077,121.95000000000003
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,12,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,0.8,0.8,1.1,1.0,1.0,21.0,2.0,6.5,7.0,6.0,7.0,4.2,3.0,2.0,4.6,16.0,5.0,38.0,12,71.45578906975244,95.9292357874913,24.601085530025937,0.34112706519489694,128.77416093110207
90.0,1.1,0.8,1.5,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,3.0,5.0,4.0,12.0,2.0,45.0,12,66.63023712606837,95.10930555555555,28.603125,0.32725480769230764,118.7125
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,12,69.47848992684706,94.96323485037885,25.614778358301344,0.3547908860972412,142.08602483721825
90.0,1.2,0.9,1.3,1.7,1.0,18.0,4.0,3.5,7.0,13.0,2.0,3.2,3.0,4.5,4.4,10.0,9.0,1.0,12,65.80201565978885,94.77689078449758,29.099407471037367,0.32959707526669274,120.79857391414649
90.0,1.1,1.0,1.3,1.0,1.0,19.0,4.0,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.6,10.0,2.0,45.0,12,66.11774716529361,94.76149245857528,28.76913698681369,0.33479597624209567,126.01888376707561
90.0,1.1,1.0,1.3,1.0,1.1,19.0,1.5,5.5,7.0,13.0,2.5,3.7,3.0,3.5,4.6,12.0,5.0,45.0,12,68.45389353572047,95.39035258421043,27.062011264768923,0.3342191608212992,124.67209239505337
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,12,70.69028883302114,95.70901075226942,25.147389030698648,0.34149181963513275,126.23639510160436
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,12,69.03882862932639,94.96448274993654,26.054443273825633,0.35034176470010875,139.14518740374604
85.0,0.6,0.8,1.1,2.0,1.1,19.0,3.0,6.5,14.0,3.0,2.0,4.7,3.0,2.0,5.6,10.0,8.0,38.0,12,69.50903520133265,94.86024581782276,25.479812453065172,0.3470837889042167,134.82017363113195
85.0,1.1,0.8,1.6,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,14.0,2.0,45.0,12,67.51335577840203,95.21009565007418,27.820154775518304,0.3281298076923077,121.95000000000003
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,12,69.34971615096917,95.12252870624704,25.901595346129767,0.34588522788303616,132.479469268845
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,13,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,1.1,0.8,1.5,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,3.0,5.0,4.0,12.0,2.0,45.0,13,66.63023712606837,95.10930555555555,28.603125,0.32725480769230764,118.7125
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,13,69.47848992684706,94.96323485037885,25.614778358301344,0.3547908860972412,142.08602483721825
90.0,1.2,0.9,1.3,1.7,1.0,18.0,4.0,3.5,7.0,13.0,2.0,3.2,3.0,4.5,4.4,10.0,9.0,1.0,13,65.80201565978885,94.77689078449758,29.099407471037367,0.32959707526669274,120.79857391414649
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,13,71.20950273587698,95.94703584197984,24.866791773023984,0.3408688647263496,123.52729632620327
80.0,1.0,0.9,1.3,1.0,1.0,18.0,4.0,3.0,7.0,13.0,6.0,3.2,2.0,4.5,4.6,16.0,2.0,3.0,13,65.90665655543805,94.73084851324977,28.948361102373887,0.3306553475716758,123.47558767102748
90.0,0.7,0.8,1.5,1.7000000000000002,1.0,19.0,2.5,3.0,7.0,3.0,7.0,3.2,6.0,5.0,4.6,12.0,3.0,45.0,13,70.89302174753597,95.57450183359106,24.809217317124247,0.34273235745254965,130.88684297134526
90.0,0.8,0.8,1.1,1.0,1.0,21.0,2.0,6.5,7.0,6.0,7.0,4.2,3.0,2.0,4.6,16.0,5.0,38.0,13,71.45578906975244,95.9292357874913,24.601085530025937,0.34112706519489694,128.77416093110207
85.0,1.1,0.8,1.6,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,14.0,2.0,45.0,13,67.51335577840203,95.21009565007418,27.820154775518304,0.3281298076923077,121.95000000000003
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,13,70.21748155767132,95.35717430746305,25.269946509597325,0.3476639209122771,130.73460195163375
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,13,69.45876399336228,95.06363984023017,25.734582455369228,0.3533524773712354,140.9088905528095
90.0,1.2,0.8,1.3,1.7,1.0,19.0,4.0,3.0,7.0,13.0,2.5,3.2,2.0,5.0,4.2,16.0,9.0,45.0,13,65.99974616818564,94.86550857048772,28.989989387506114,0.329418517595798,121.44682078158488
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,14,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,14,71.20950273587698,95.94703584197984,24.866791773023984,0.3408688647263496,123.52729632620327
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,14,69.77371551638923,95.1380076579504,25.49468684152692,0.35561051187458037,142.23166791460713
90.0,1.2,0.8,1.3,1.7,1.0,19.0,4.0,3.0,7.0,13.0,2.5,3.2,2.0,5.0,4.2,16.0,9.0,45.0,14,65.65622351502813,94.83052031675469,29.298742040629584,0.3300638881968485,121.76011558618866
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,14,66.92666458457357,95.18565056783666,28.383826928899524,0.32810057551629557,117.62802636510916
80.0,1.0,0.9,1.3,1.0,1.0,16.0,4.0,3.0,5.0,12.0,7.0,3.2,2.0,5.0,4.6,16.0,2.0,45.0,14,65.84002744494678,94.71850580657505,29.002581780292534,0.3302764354269364,123.10439714759427
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,14,70.86830561269794,95.53315850837507,24.796209882197992,0.3489979406842078,129.4259514637253
85.0,0.6,0.9,1.0,2.0,1.2,20.0,3.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,10.0,10.0,36.0,14,70.97204209087242,95.21995730547826,24.37718762027641,0.35046503862529854,137.88034092625315
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,14,69.47848992684706,94.96323485037885,25.614778358301344,0.3547908860972412,142.08602483721825
85.0,1.1,0.8,1.6,1.0,1.0,19.0,1.5,5.0,7.0,13.0,2.5,3.2,3.0,6.0,4.4,14.0,2.0,45.0,14,67.51335577840203,95.21009565007418,27.820154775518304,0.3281298076923077,121.95000000000003
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,8.0,9.0,6.0,7.0,4.2,2.0,2.0,4.6,18.0,5.0,40.0,14,71.41033549261772,95.89578435904887,24.613162650362433,0.34164045863324755,129.31933615601454
90.0,1.1,0.8,1.8,1.0,1.0,18.0,3.5,3.0,5.0,13.0,6.0,3.2,3.0,3.5,4.0,16.0,2.0,3.0,14,66.36349369897663,95.0715583364466,28.832118941109165,0.32814430873392075,120.05355218331
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,15,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,15,71.59891316301882,96.12555465926265,24.65634382976799,0.3404016485447622,121.49547224465246
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,15,70.00992915865943,95.19378352124056,25.314765131145194,0.3573040377520891,143.22375093595537
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,15,67.15947066065243,95.26562681476639,28.23162019667464,0.3285754316372217,116.47101977383187
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,15,70.86830561269794,95.53315850837507,24.796209882197992,0.3489979406842078,129.4259514637253
85.0,0.6,0.9,1.0,2.0,1.2,20.0,3.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,10.0,10.0,36.0,15,71.55363199550474,95.35635686799759,23.932890715207307,0.3515218558920508,136.78525569468985
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,15,69.47848992684706,94.96323485037885,25.614778358301344,0.3547908860972412,142.08602483721825
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,8.0,9.0,6.0,7.0,4.2,2.0,2.0,4.6,18.0,5.0,40.0,15,72.0907016194633,96.09100493595332,24.128621987771826,0.34298034397493565,129.51450211701092
90.0,0.9,0.8,1.7,1.0,1.3,20.0,2.0,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,3.0,38.0,15,70.14398533781764,95.29663018676983,25.28231227357874,0.3526654502464161,139.99590148997044
90.0,0.8,0.8,1.7,1.2,1.1,18.0,3.5,6.5,7.0,7.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,15,69.69965815390734,95.13053912781439,25.56107057083282,0.35457550526462034,141.29446711963817
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,8.0,13.0,7.0,3.2,2.0,3.5,4.4,10.0,2.0,45.0,15,67.03382579663463,95.17352039350098,28.26499813666096,0.32960523775070405,118.49723724224307
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,3.0,9.0,13.0,7.0,4.2,2.0,5.0,4.6,10.0,2.0,45.0,15,67.58145703145497,95.27794247384816,27.822450171648775,0.3313500227641235,119.13084637944662
85.0,0.6,0.8,1.1,2.0,1.2,19.0,2.0,5.0,11.0,3.0,7.0,3.2,3.0,4.0,5.6,16.0,10.0,38.0,16,71.82877654772848,95.42818369398356,23.728880434359027,0.3521666753128686,139.83014865746713
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,16,71.59891316301882,96.12555465926265,24.65634382976799,0.3404016485447622,121.49547224465246
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,16,70.18708939036209,95.23561541870819,25.179823848358893,0.35857418216022063,143.96781320196652
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,16,67.15947066065243,95.26562681476639,28.23162019667464,0.3285754316372217,116.47101977383187
90.0,0.8,1.0,1.7,1.0,1.1,16.0,3.5,7.5,7.0,8.0,3.5,3.7,4.0,6.0,6.0,16.0,6.0,1.0,16,69.47848992684706,94.96323485037885,25.614778358301344,0.3547908860972412,142.08602483721825
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,16,71.3564236539679,95.66514665905908,24.440907411648496,0.34999845551315584,128.44446359779397
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,3.0,9.0,13.0,7.0,4.2,2.0,5.0,4.6,10.0,2.0,45.0,16,68.23531499581344,95.39984574427501,27.291837628736584,0.3342625170730926,119.47313478458497
90.0,0.6,1.0,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,4.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,16,71.3977177756622,96.03331993699987,24.76507526711692,0.3406430435719157,122.5452480201204
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,16,71.95116032389545,96.0530403614273,24.229913295755747,0.3431458167484855,130.61895045104913
85.0,0.6,0.9,1.0,2.0,1.2,20.0,3.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,10.0,10.0,36.0,16,71.55363199550474,95.35635686799759,23.932890715207307,0.3515218558920508,136.78525569468985
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,8.0,13.0,7.0,3.2,2.0,3.5,4.4,10.0,2.0,45.0,16,67.27517490303151,95.21652918401462,28.067498602495718,0.33120392831302803,118.37292793168231
90.0,1.0,0.8,1.3,1.0,1.0,20.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.4,10.0,2.0,45.0,16,67.13217007588592,95.20361651146105,28.197019033479723,0.32985316812654675,118.06195847601268
90.0,0.8,0.8,1.7,1.0,1.1,18.0,3.5,6.5,7.0,9.0,7.0,4.2,4.0,6.0,6.0,16.0,6.0,38.0,17,70.18708939036209,95.23561541870819,25.179823848358893,0.35857418216022063,143.96781320196652
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,17,67.33407521771154,95.32560899996369,28.117465147505982,0.32893157372791626,115.6032648303739
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,17,72.49617024292161,96.20894693773715,23.84118497181681,0.3446093625613641,131.68921283828683
85.0,0.6,0.9,1.0,2.0,1.2,20.0,3.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,10.0,10.0,36.0,17,71.98982442397899,95.45865653988709,23.599668036405482,0.35231446884211504,135.9639417710174
90.0,0.8,0.8,1.7,1.0,1.1,16.0,3.5,7.5,5.0,8.0,2.0,3.7,4.0,6.0,6.0,14.0,6.0,0.0,17,69.55597901413971,94.97046527951395,25.544796828442898,0.3551736968711891,141.8288561007834
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,17,71.3564236539679,95.66514665905908,24.440907411648496,0.34999845551315584,128.44446359779397
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,3.0,9.0,13.0,7.0,4.2,2.0,5.0,4.6,10.0,2.0,45.0,17,68.7257084690823,95.49127319709515,26.893878221552438,0.33644688780481946,119.72985108843872
90.0,0.8,0.8,1.4,1.0,1.3,21.0,1.5,8.0,14.0,3.0,7.0,3.7,2.0,6.0,4.6,22.0,2.0,38.0,17,71.59259658026262,95.9338981470551,24.46985917519107,0.34568539987790475,132.85527462106364
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,17,71.59891316301882,96.12555465926265,24.65634382976799,0.3404016485447622,121.49547224465246
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,8.0,13.0,7.0,3.2,2.0,3.5,4.4,10.0,2.0,45.0,17,67.4561867328292,95.24878577689985,27.919373951871787,0.332402946234771,118.27969594876174
85.0,0.5,0.8,1.7,1.0,1.0,18.0,3.5,6.5,7.0,3.0,7.0,3.2,4.0,4.0,6.0,16.0,10.0,38.0,17,70.46640487912319,95.23277232401023,24.897164589121353,0.35671485352310844,142.68084758168624
90.0,0.8,1.0,1.4,1.0,1.1,16.0,3.5,7.5,7.0,11.0,5.0,3.7,4.0,6.0,6.0,16.0,9.0,1.0,17,69.65520956969527,94.9760208350695,25.451046828442898,0.3554236968711891,142.42885610078338
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,18,67.46502863550589,95.37059563886166,28.031848860629488,0.3291986802959372,114.95244862278042
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,18,72.9049276821912,96.32587686996953,23.549638728862607,0.34570702192102304,132.49190962871512
85.0,0.6,0.9,1.0,2.0,1.2,20.0,3.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,10.0,10.0,36.0,18,72.31696874533468,95.5353812938042,23.34975102730411,0.35290892855466316,135.34795632826305
90.0,0.8,0.8,1.7,1.0,1.1,16.0,3.5,7.5,5.0,8.0,2.0,3.7,4.0,6.0,6.0,14.0,6.0,0.0,18,69.78003511530562,95.00146007074656,25.35234762133217,0.35672642649954567,142.32164207558756
90.0,0.7,0.9,1.1,1.0,1.0,16.0,3.5,6.0,5.0,8.0,7.0,3.7,4.0,6.0,6.0,22.0,2.0,40.0,18,70.61104452762667,95.2716659451923,24.79180231871387,0.3593584625439058,145.49499037109575
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,3.0,9.0,13.0,7.0,4.2,2.0,5.0,4.6,10.0,2.0,45.0,18,68.7257084690823,95.49127319709515,26.893878221552438,0.33644688780481946,119.72985108843872
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,18,71.59891316301882,96.12555465926265,24.65634382976799,0.3404016485447622,121.49547224465246
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,8.0,13.0,7.0,3.2,2.0,3.5,4.4,10.0,2.0,45.0,18,67.4561867328292,95.24878577689985,27.919373951871787,0.332402946234771,118.27969594876174
90.0,0.6,0.9,1.1,1.0,1.0,21.0,4.0,5.0,14.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,8.0,38.0,18,71.3564236539679,95.66514665905908,24.440907411648496,0.34999845551315584,128.44446359779397
90.0,0.8,0.8,1.3,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,18,72.53331159609057,96.23735432530192,23.832528282508267,0.3448523909248189,131.82192649649826
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,18,71.32606879142821,95.66167880746079,24.467877164593546,0.3500985069960506,128.34631481120084
85.0,0.6,0.9,1.0,2.0,1.5,20.0,2.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,16.0,10.0,36.0,18,72.29406609843544,95.53656151448877,23.37291215927817,0.35289703249448184,138.095319067158
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,19,67.46502863550589,95.37059563886166,28.031848860629488,0.3291986802959372,114.95244862278042
90.0,0.8,0.8,1.3,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,19,72.87028369706792,96.34718241064311,23.6056462118812,0.34588929319361417,132.5914448723737
85.0,0.6,0.9,1.0,2.0,1.5,20.0,2.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,16.0,10.0,36.0,19,72.94492500117701,95.69381002475546,22.879684119458627,0.35409585129393834,138.74648930036847
90.0,0.8,0.8,1.7,1.0,1.0,16.0,3.5,7.5,5.0,8.0,2.0,3.7,4.0,5.5,6.0,14.0,6.0,0.0,19,69.78812738160984,95.00226315995238,25.345086484671235,0.3567685255194366,142.30066929307043
90.0,0.7,0.9,1.1,1.0,1.0,16.0,3.5,6.0,5.0,8.0,7.0,3.7,4.0,6.0,6.0,22.0,2.0,40.0,19,71.12683980597642,95.34541612556089,24.350101739035402,0.36136500075408323,147.47124277832182
90.0,0.6,0.9,1.3,1.0,1.1,21.0,4.0,5.0,13.0,5.0,7.0,4.7,2.0,6.0,5.0,10.0,6.0,41.0,19,71.62057937134892,95.74487021670669,24.25715787344516,0.350823880247038,127.63473610840063
90.0,0.6,0.8,1.5,1.7000000000000002,1.0,19.0,3.5,3.0,7.0,3.0,7.0,3.2,2.0,5.0,4.0,12.0,2.0,38.0,19,71.89097098337521,96.25944377222476,24.498507872325995,0.3400512364085716,119.97160418348935
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,8.0,13.0,7.0,3.2,2.0,3.5,4.4,10.0,2.0,45.0,19,67.59194560517744,95.27297822156378,27.808280463903838,0.33330220967607826,118.2097719615713
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,8.0,10.0,3.0,7.0,3.7,2.0,3.5,4.6,22.0,2.0,45.0,19,71.6792506188083,96.03225171437971,24.481518349913614,0.34510412429514903,132.10442341610664
90.0,0.8,0.8,1.6,1.0,1.0,21.0,3.5,3.0,9.0,13.0,7.0,4.2,2.0,5.0,4.6,10.0,2.0,45.0,19,69.09350357403396,95.55984378671026,26.595408666164328,0.3380851658536146,119.92238831632903
90.0,0.8,0.8,1.1,1.0,1.0,21.0,1.5,3.0,8.0,12.0,7.0,3.7,2.0,5.0,4.2,10.0,4.0,37.0,19,68.9212897971977,95.68779965876254,26.893207199557644,0.3307572539221888,116.04386690488909
90.0,0.6,0.8,1.1,1.3,1.1,16.0,1.5,8.0,5.0,3.0,7.0,3.7,2.0,6.0,6.0,20.0,6.0,0.0,19,71.61982662013983,95.48015588287208,23.992131031655198,0.35941953045511715,143.72398891383142
90.0,1.0,0.8,1.3,1.0,1.0,21.0,3.5,3.0,7.0,13.0,7.0,3.2,2.0,5.0,4.0,10.0,2.0,45.0,20,67.46502863550589,95.37059563886166,28.031848860629488,0.3291986802959372,114.95244862278042
90.0,0.8,0.8,1.3,1.0,1.0,21.0,1.5,8.0,11.0,3.0,7.0,3.7,2.0,2.0,4.6,22.0,2.0,40.0,20,73.12301277280096,96.42955347464901,23.435484658910898,0.3466669698952106,133.16858365428027
85.0,0.6,0.9,1.0,2.0,1.5,20.0,2.0,4.5,5.0,3.0,7.0,3.2,3.0,4.5,5.6,16.0,10.0,36.0,20,73.43306917823318,95.81174640745549,22.50976308959397,0.3549949653935307,139.23486697527636
90.0,0.8,0.8,1.7,1.0,1.0,16.0,3.5,7.5,5.0,8.0,2.0,3.7,4.0,5.5,6.0,14.0,6.0,0.0,20,69.95414639090824,95.0253084810754,25.202564863503426,0.3579225479857313,142.67550196980284
