Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,Thet_deg
90.0,0.6,0.8,2.8,1.0,1.1,16.0,2.0,8.0,8.0,11.0,3.0,4.7,3.0,3.0,6.0,20.0,8.0,35.0
