Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg
75.0,0.5,1.0,1.7,1.5,1.4,29.0,3.0,3.5,8.0,6.0,4.5,3.7,7.0,2.0,4.4,28.0,2.0,40.0
