Dr_in,Air_gap,Lamda,Bridge,Hs0,Hs1,Hs2,Bs0,Bs1,Bs2,O1,O2,B1,rib,hrib,Mt,Mw,magDmin,thet_deg
90.0,0.5,0.8,2.2,1.3,1.4,20.0,4.0,3.0,13.0,10.0,2.0,4.2,7.0,6.0,5.0,10.0,8.0,16.0
